alert_id,alert_type,severity,risk_score,mmsi,timestamp,lat,lon,vessel_name,vessel_type,title,explanation,recommended_action,evidence
BKB-0030,RENDEZVOUS_CANDIDATE,HIGH,85,50300701,2023-01-01T17:51:56.795716+00:00,-10.00248,141.57869,AUS LICENSED 01,Fishing,Possible rendezvous with PNG VESSEL 02,"Two vessels appeared within 1.43km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300701/553000102; separation 1.43km; time delta 20628min.
BKB-0041,RENDEZVOUS_CANDIDATE,HIGH,85,553000101,2023-01-01T23:18:37.493394+00:00,-9.48656,142.90131,PNG VESSEL 01,Fishing,Possible rendezvous with IDN FISHER 02,"Two vessels appeared within 0.50km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000101/51001002; separation 0.50km; time delta 12769min.
BKB-0001,RENDEZVOUS_CANDIDATE,HIGH,85,51001003,2023-01-01T23:53:16.180805+00:00,-11.30147,141.75327,IDN FISHER 03,Fishing,Possible rendezvous with AUS LICENSED 01,"Two vessels appeared within 1.45km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001003/50300701; separation 1.45km; time delta 21704min.
BKB-0008,RENDEZVOUS_CANDIDATE,HIGH,85,50300702,2023-01-02T05:16:45.348613+00:00,-10.92623,142.26735,AUS LICENSED 02,Fishing,Possible rendezvous with AUS LICENSED 03,"Two vessels appeared within 0.83km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300702/50300703; separation 0.83km; time delta 4772min.
BKB-0007,RENDEZVOUS_CANDIDATE,HIGH,85,50300702,2023-01-02T05:31:45.348613+00:00,-10.94028,142.27108,AUS LICENSED 02,Fishing,Possible rendezvous with IDN FISHER 03,"Two vessels appeared within 1.06km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300702/51001003; separation 1.06km; time delta 22612min.
BKB-0005,RENDEZVOUS_CANDIDATE,HIGH,85,50300702,2023-01-02T06:46:45.348613+00:00,-10.99605,142.29421,AUS LICENSED 02,Fishing,Possible rendezvous with IDN FISHER 06,"Two vessels appeared within 0.49km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300702/51001006; separation 0.49km; time delta 19686min.
BKB-0040,RENDEZVOUS_CANDIDATE,HIGH,85,553000101,2023-01-02T17:18:37.493394+00:00,-9.63088,142.85124,PNG VESSEL 01,Fishing,Possible rendezvous with IDN FISHER 05,"Two vessels appeared within 0.94km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000101/51001005; separation 0.94km; time delta 9688min.
BKB-0039,RENDEZVOUS_CANDIDATE,HIGH,85,553000101,2023-01-02T18:18:37.493394+00:00,-9.65063,142.85049,PNG VESSEL 01,Fishing,Possible rendezvous with IDN FISHER 06,"Two vessels appeared within 1.35km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000101/51001006; separation 1.35km; time delta 15454min.
BKB-0014,RENDEZVOUS_CANDIDATE,HIGH,85,51001004,2023-01-02T22:42:23.938225+00:00,-10.54252,141.91944,IDN FISHER 04,Fishing,Possible rendezvous with AUS LICENSED 01,"Two vessels appeared within 1.12km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001004/50300701; separation 1.12km; time delta 18550min.
BKB-0018,RENDEZVOUS_CANDIDATE,HIGH,85,51001003,2023-01-03T11:08:16.180805+00:00,-10.36755,141.13449,IDN FISHER 03,Fishing,Possible rendezvous with PNG VESSEL 02,"Two vessels appeared within 1.24km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001003/553000102; separation 1.24km; time delta 20372min.
BKB-0037,RENDEZVOUS_CANDIDATE,HIGH,85,553000101,2023-01-03T19:48:37.493394+00:00,-9.74908,143.00251,PNG VESSEL 01,Fishing,Possible rendezvous with PNG VESSEL 02,"Two vessels appeared within 1.02km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000101/553000102; separation 1.02km; time delta 1281min.
BKB-0023,RENDEZVOUS_CANDIDATE,HIGH,85,51001001,2023-01-03T23:36:32.765378+00:00,-10.19028,141.25228,IDN FISHER 01,Fishing,Possible rendezvous with IDN FISHER 03,"Two vessels appeared within 0.95km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001001/51001003; separation 0.95km; time delta 13067min.
BKB-0036,RENDEZVOUS_CANDIDATE,HIGH,85,553000102,2023-01-04T06:39:59.879589+00:00,-9.86462,142.85101,PNG VESSEL 02,Fishing,Possible rendezvous with IDN FISHER 05,"Two vessels appeared within 1.56km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000102/51001005; separation 1.56km; time delta 6817min.
BKB-0024,RENDEZVOUS_CANDIDATE,HIGH,85,51001001,2023-01-04T11:36:32.765378+00:00,-10.18207,141.28886,IDN FISHER 01,Fishing,Possible rendezvous with IDN FISHER 06,"Two vessels appeared within 0.33km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001001/51001006; separation 0.33km; time delta 4156min.
BKB-0004,RENDEZVOUS_CANDIDATE,HIGH,85,51001006,2023-01-04T14:32:36.213469+00:00,-11.01394,141.50544,IDN FISHER 06,Fishing,Possible rendezvous with AUS LICENSED 01,"Two vessels appeared within 0.17km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001006/50300701; separation 0.17km; time delta 19204min.
BKB-0031,RENDEZVOUS_CANDIDATE,HIGH,85,553000101,2023-01-04T16:48:37.493394+00:00,-9.94968,143.77874,PNG VESSEL 01,Fishing,Possible rendezvous with IDN FISHER 08,"Two vessels appeared within 1.30km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000101/51001008; separation 1.30km; time delta 17426min.
BKB-0003,RENDEZVOUS_CANDIDATE,HIGH,85,51001006,2023-01-04T17:32:36.213469+00:00,-11.14521,141.57854,IDN FISHER 06,Fishing,Possible rendezvous with IDN FISHER 03,"Two vessels appeared within 1.13km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001006/51001003; separation 1.13km; time delta 6456min.
BKB-0032,RENDEZVOUS_CANDIDATE,HIGH,85,51001005,2023-01-04T19:16:51.520686+00:00,-9.93522,142.43111,IDN FISHER 05,Fishing,Possible rendezvous with IDN FISHER 06,"Two vessels appeared within 0.45km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001005/51001006; separation 0.45km; time delta 11616min.
BKB-0033,RENDEZVOUS_CANDIDATE,HIGH,85,51001005,2023-01-04T19:46:51.520686+00:00,-9.91991,142.45421,IDN FISHER 05,Fishing,Possible rendezvous with AUS LICENSED 02,"Two vessels appeared within 0.91km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001005/50300702; separation 0.91km; time delta 14085min.
BKB-0010,RENDEZVOUS_CANDIDATE,HIGH,85,50300703,2023-01-04T21:18:30.763635+00:00,-10.81964,141.87676,AUS LICENSED 03,Fishing,Possible rendezvous with AUS LICENSED 01,"Two vessels appeared within 0.46km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300703/50300701; separation 0.46km; time delta 16248min.
BKB-0038,RENDEZVOUS_CANDIDATE,HIGH,85,51001005,2023-01-04T23:46:51.520686+00:00,-9.74115,142.59695,IDN FISHER 05,Fishing,Possible rendezvous with IDN FISHER 02,"Two vessels appeared within 0.37km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001005/51001002; separation 0.37km; time delta 3181min.
BKB-0026,RENDEZVOUS_CANDIDATE,HIGH,85,50300702,2023-01-05T07:31:45.348613+00:00,-10.16806,142.60944,AUS LICENSED 02,Fishing,Possible rendezvous with PNG VESSEL 02,"Two vessels appeared within 0.56km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300702/553000102; separation 0.56km; time delta 248min.
BKB-0028,RENDEZVOUS_CANDIDATE,HIGH,85,553000102,2023-01-05T08:39:59.879589+00:00,-10.12091,142.68229,PNG VESSEL 02,Fishing,Possible rendezvous with AUS LICENSED 03,"Two vessels appeared within 0.60km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000102/50300703; separation 0.60km; time delta 10674min.
BKB-0022,RENDEZVOUS_CANDIDATE,HIGH,85,51001007,2023-01-05T08:47:57.853117+00:00,-10.27124,141.48342,IDN FISHER 07,Fishing,Possible rendezvous with IDN FISHER 06,"Two vessels appeared within 0.24km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001007/51001006; separation 0.24km; time delta 3645min.
BKB-0013,RENDEZVOUS_CANDIDATE,HIGH,85,51001002,2023-01-05T10:47:34.790248+00:00,-10.57241,142.83475,IDN FISHER 02,Fishing,Possible rendezvous with AUS LICENSED 03,"Two vessels appeared within 0.40km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001002/50300703; separation 0.40km; time delta 9001min.
BKB-0021,RENDEZVOUS_CANDIDATE,HIGH,85,50300701,2023-01-05T10:51:56.795716+00:00,-10.28907,141.70482,AUS LICENSED 01,Fishing,Possible rendezvous with PNG VESSEL 04,"Two vessels appeared within 0.62km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300701/553000104; separation 0.62km; time delta 4632min.
BKB-0009,RENDEZVOUS_CANDIDATE,HIGH,85,50300703,2023-01-05T11:03:30.763635+00:00,-10.90876,142.19829,AUS LICENSED 03,Fishing,Possible rendezvous with IDN FISHER 03,"Two vessels appeared within 1.53km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300703/51001003; separation 1.53km; time delta 17645min.
BKB-0006,RENDEZVOUS_CANDIDATE,HIGH,85,50300703,2023-01-05T12:18:30.763635+00:00,-10.93988,142.25489,AUS LICENSED 03,Fishing,Possible rendezvous with IDN FISHER 06,"Two vessels appeared within 0.37km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300703/51001006; separation 0.37km; time delta 15114min.
BKB-0027,RENDEZVOUS_CANDIDATE,HIGH,85,553000102,2023-01-05T13:09:59.879589+00:00,-10.16137,142.64411,PNG VESSEL 02,Fishing,Possible rendezvous with IDN FISHER 02,"Two vessels appeared within 0.67km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000102/51001002; separation 0.67km; time delta 1498min.
BKB-0012,RENDEZVOUS_CANDIDATE,HIGH,85,51001002,2023-01-05T19:27:34.790248+00:00,-10.64934,142.731,IDN FISHER 02,Fishing,Possible rendezvous with AUS LICENSED 02,"Two vessels appeared within 1.65km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001002/50300702; separation 1.65km; time delta 4504min.
BKB-0043,RENDEZVOUS_CANDIDATE,HIGH,85,51001003,2023-01-05T22:23:16.180805+00:00,-9.09984,142.06277,IDN FISHER 03,Fishing,Possible rendezvous with IDN FISHER 05,"Two vessels appeared within 0.90km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001003/51001005; separation 0.90km; time delta 16824min.
BKB-0017,RENDEZVOUS_CANDIDATE,HIGH,85,51001002,2023-01-06T02:47:34.790248+00:00,-10.37979,142.79266,IDN FISHER 02,Fishing,Possible rendezvous with PNG VESSEL 04,"Two vessels appeared within 0.59km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001002/553000104; separation 0.59km; time delta 1246min.
BKB-0044,RENDEZVOUS_CANDIDATE,HIGH,85,553000103,2023-01-06T03:37:31.275419+00:00,-9.09,143.4058,PNG VESSEL 03,Fishing,Possible rendezvous with IDN FISHER 05,"Two vessels appeared within 1.44km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000103/51001005; separation 1.44km; time delta 5769min.
BKB-0015,RENDEZVOUS_CANDIDATE,HIGH,85,50300702,2023-01-06T09:46:45.348613+00:00,-10.40491,142.36974,AUS LICENSED 02,Fishing,Possible rendezvous with PNG VESSEL 04,"Two vessels appeared within 0.88km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300702/553000104; separation 0.88km; time delta 1457min.
BKB-0011,RENDEZVOUS_CANDIDATE,HIGH,85,51001006,2023-01-06T11:12:36.213469+00:00,-10.68686,141.25581,IDN FISHER 06,Fishing,Possible rendezvous with PNG VESSEL 04,"Two vessels appeared within 1.53km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001006/553000104; separation 1.53km; time delta 13491min.
BKB-0029,RENDEZVOUS_CANDIDATE,HIGH,85,51001002,2023-01-06T15:27:34.790248+00:00,-10.09623,142.66549,IDN FISHER 02,Fishing,Possible rendezvous with IDN FISHER 06,"Two vessels appeared within 0.44km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001002/51001006; separation 0.44km; time delta 10465min.
BKB-0016,RENDEZVOUS_CANDIDATE,HIGH,85,553000104,2023-01-07T00:03:33.142741+00:00,-10.37894,142.76856,PNG VESSEL 04,Fishing,Possible rendezvous with AUS LICENSED 03,"Two vessels appeared within 1.94km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000104/50300703; separation 1.94km; time delta 840min.
BKB-0019,RENDEZVOUS_CANDIDATE,HIGH,85,51001006,2023-01-07T01:12:36.213469+00:00,-10.36993,141.12272,IDN FISHER 06,Fishing,Possible rendezvous with PNG VESSEL 02,"Two vessels appeared within 1.01km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001006/553000102; separation 1.01km; time delta 15207min.
BKB-0034,RENDEZVOUS_CANDIDATE,HIGH,85,553000101,2023-01-07T11:18:37.493394+00:00,-9.91879,144.14079,PNG VESSEL 01,Fishing,Possible rendezvous with PNG VESSEL 03,"Two vessels appeared within 0.55km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000101/553000103; separation 0.55km; time delta 15109min.
BKB-0025,RENDEZVOUS_CANDIDATE,HIGH,85,553000104,2023-01-09T10:33:33.142741+00:00,-10.17691,141.21365,PNG VESSEL 04,Fishing,Possible rendezvous with IDN FISHER 01,"Two vessels appeared within 1.55km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000104/51001001; separation 1.55km; time delta 7083min.
BKB-0045,RENDEZVOUS_CANDIDATE,HIGH,85,50300701,2023-01-10T06:21:56.795716+00:00,-9.01689,141.50752,AUS LICENSED 01,Fishing,Possible rendezvous with IDN FISHER 05,"Two vessels appeared within 0.97km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",50300701/51001005; separation 0.97km; time delta 9535min.
BKB-0002,RENDEZVOUS_CANDIDATE,HIGH,85,51001003,2023-01-10T13:23:16.180805+00:00,-11.22254,141.10054,IDN FISHER 03,Fishing,Possible rendezvous with PNG VESSEL 04,"Two vessels appeared within 0.27km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001003/553000104; separation 0.27km; time delta 9610min.
BKB-0046,RENDEZVOUS_CANDIDATE,HIGH,85,553000103,2023-01-11T12:37:31.275419+00:00,-8.912,144.09157,PNG VESSEL 03,Fishing,Possible rendezvous with IDN FISHER 02,"Two vessels appeared within 0.60km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000103/51001002; separation 0.60km; time delta 8630min.
BKB-0020,RENDEZVOUS_CANDIDATE,HIGH,85,553000104,2023-01-14T11:03:33.142741+00:00,-10.37095,141.12865,PNG VESSEL 04,Fishing,Possible rendezvous with PNG VESSEL 02,"Two vessels appeared within 0.67km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000104/553000102; separation 0.67km; time delta 4536min.
BKB-0035,RENDEZVOUS_CANDIDATE,HIGH,85,51001008,2023-01-16T01:14:23.380778+00:00,-9.90438,144.02135,IDN FISHER 08,Fishing,Possible rendezvous with PNG VESSEL 03,"Two vessels appeared within 1.36km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001008/553000103; separation 1.36km; time delta 1073min.
BKB-0047,RENDEZVOUS_CANDIDATE,HIGH,85,553000103,2023-01-19T20:37:31.275419+00:00,-10.82664,144.15318,PNG VESSEL 03,Fishing,Possible rendezvous with IDN FISHER 06,"Two vessels appeared within 0.47km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",553000103/51001006; separation 0.47km; time delta 12255min.
BKB-0048,RENDEZVOUS_CANDIDATE,HIGH,85,51001005,2023-01-20T14:46:51.520686+00:00,-9.71091,143.09405,IDN FISHER 05,Fishing,Possible rendezvous with IDN FISHER 08,"Two vessels appeared within 0.42km of each other within the time window. Vessel-to-vessel transfers (catch, fuel, crew) are a known IUU evasion method.","Check vessel types, flag states, licensed activity, and AIS gap history for both parties.",51001005/51001008; separation 0.42km; time delta 5908min.
BKB-0007,AIS_GAP,MEDIUM,70,510099999,2023-01-03T16:53:59.927738+00:00,-10.93187,143.25291,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-03T13:53:59.927738+00:00 → current point 2023-01-03T16:53:59.927738+00:00 (3.0 h silence).
BKB-0008,AIS_GAP,MEDIUM,70,510099999,2023-01-03T19:53:59.927738+00:00,-10.90114,143.1996,DARK VESSEL,Fishing,AIS gap of 3.0 h,"The vessel disappeared from the AIS source feed for longer than the configured threshold. This may indicate intentional disabling, poor coverage, equipment failure, or small-vessel below-threshold operation.","Review track before/after gap; cross-check RF, SAR, patrol and VMS sources. Note whether the gap area coincides with known IUU activity.",Previous point 2023-01-03T16:53:59.927738+00:00 → current point 2023-01-03T19:53:59.927738+00:00 (3.0 h silence).
